date;temperaturemin;temperaturemax;precipitation;snowfall;snowdepth;avgwindspeed;fastest2minwinddir;fastest2minwindspeed;fastest5secwinddir;fastest5secwindspeed;fog;fogheavy;mist;rain;fogground;ice;glaze;drizzle;snow;freezingrain;smokehaze;thunder;highwind;hail;blowingsnow;dust;freezingfog
27/01/2008;26.1;52.0;0.0;0.0;0.0;2.91;300;12.08;300;16.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
28/01/2008;24.1;55.0;0.0;0.0;0.0;2.01;270;12.08;280;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
02/02/2008;28.9;61.0;0.0;0.0;0.0;3.13;220;10.07;170;12.97;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No
05/02/2008;48.0;75.9;0.0;0.0;0.0;10.07;240;25.05;240;33.11;Yes;Yes;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No
08/02/2008;35.1;59.0;0.0;0.0;0.0;4.7;360;12.08;360;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
09/02/2008;42.1;66.9;0.0;0.0;0.0;9.17;230;21.03;230;23.94;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
10/02/2008;37.9;64.9;0.0;0.0;0.0;14.09;270;33.11;260;46.98;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
14/02/2008;28.0;50.0;0.01;0.0;0.0;5.14;320;14.09;330;21.92;Yes;No;Yes;Yes;No;Yes;No;No;Yes;No;No;No;No;No;No;No;No
26/02/2008;46.9;61.0;0.47;0.0;0.0;8.72;230;23.94;230;31.09;Yes;No;No;Yes;No;No;No;No;No;No;Yes;Yes;No;No;No;No;No
29/02/2008;26.1;55.9;0.0;0.0;0.0;8.5;180;19.91;210;25.05;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
07/03/2008;46.0;59.0;1.02;0.0;0.0;5.59;250;17.9;250;25.05;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No
09/03/2008;28.0;52.0;0.0;0.0;0.0;5.14;300;14.09;280;17.9;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
11/03/2008;37.0;64.0;0.0;0.0;0.0;5.82;220;12.08;230;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
13/03/2008;37.0;75.9;0.0;0.0;0.0;6.93;220;17.0;220;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
16/03/2008;46.9;63.0;0.01;0.0;0.0;7.83;320;14.99;350;23.04;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No
21/03/2008;33.1;66.9;0.0;0.0;0.0;6.71;210;16.11;210;19.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
27/03/2008;46.9;77.0;0.0;0.0;0.0;13.42;230;25.95;240;34.9;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
04/04/2008;45.0;73.0;0.39;0.0;0.0;7.16;240;21.92;230;27.96;Yes;Yes;No;No;No;No;No;No;No;No;No;Yes;No;Yes;Yes;No;No
08/04/2008;46.9;64.0;0.0;0.0;0.0;8.72;50;14.99;20;17.0;Yes;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;Yes;No
09/04/2008;51.1;71.1;0.0;0.0;0.0;3.58;50;12.08;150;14.99;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No
12/04/2008;57.0;75.9;0.06;0.0;0.0;15.21;230;27.96;240;36.01;Yes;No;Yes;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No
15/04/2008;37.9;61.0;0.0;0.0;0.0;8.5;20;21.92;40;29.97;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
18/04/2008;46.0;86.0;0.0;0.0;0.0;5.14;220;14.99;220;17.9;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
20/04/2008;48.0;73.9;0.43;0.0;0.0;4.25;270;25.05;280;31.99;Yes;No;Yes;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No
27/04/2008;63.0;79.0;1.16;0.0;0.0;5.82;80;14.99;80;17.9;Yes;No;Yes;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No
28/04/2008;55.9;71.1;0.68;0.0;0.0;8.72;230;29.08;230;31.99;Yes;No;Yes;Yes;No;No;No;No;No;No;Yes;Yes;No;Yes;No;No;No
01/05/2008;48.0;78.1;0.0;0.0;0.0;10.96;230;21.03;230;27.96;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
02/05/2008;57.0;81.0;0.0;0.0;0.0;13.2;230;23.04;220;25.95;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
09/05/2008;63.0;82.0;0.43;0.0;0.0;10.29;200;23.94;200;33.11;Yes;No;Yes;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No
18/05/2008;53.1;79.0;0.57;0.0;0.0;10.51;220;25.95;290;29.97;Yes;No;Yes;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No
19/05/2008;52.0;75.0;0.0;0.0;0.0;6.26;250;19.91;310;25.05;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
04/06/2008;72.0;93.9;0.0;0.0;0.0;10.51;220;21.92;240;25.95;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No
11/06/2008;73.9;93.0;0.0;0.0;0.0;8.5;50;19.91;120;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
17/06/2008;68.0;90.0;0.0;0.0;0.0;5.59;280;16.11;350;23.94;Yes;No;Yes;Yes;No;No;No;No;No;No;Yes;Yes;No;No;No;Yes;No
20/06/2008;63.0;91.0;0.0;0.0;0.0;5.14;220;23.04;200;27.96;Yes;No;No;No;No;No;No;No;No;No;Yes;Yes;No;No;No;No;No
23/06/2008;66.9;89.1;0.01;0.0;0.0;3.8;280;16.11;300;21.92;Yes;No;Yes;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No
25/06/2008;62.1;95.0;0.0;0.0;0.0;5.14;220;17.0;200;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
11/07/2008;72.0;87.1;0.03;0.0;0.0;3.58;90;14.09;30;19.91;Yes;No;Yes;Yes;No;No;No;No;No;No;Yes;No;No;Yes;No;Yes;No
15/07/2008;66.0;87.1;0.0;0.0;0.0;6.26;40;14.09;40;17.9;Yes;Yes;Yes;No;No;No;No;No;No;No;Yes;No;No;No;Yes;No;No
16/07/2008;64.9;88.0;0.0;0.0;0.0;4.47;50;14.99;40;19.91;Yes;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No
25/07/2008;63.0;86.0;0.0;0.0;0.0;1.57;150;8.95;130;10.07;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
28/07/2008;70.0;93.0;0.0;0.0;0.0;2.91;100;8.95;110;14.09;Yes;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No
01/08/2008;73.0;93.9;0.0;0.0;0.0;3.13;300;12.08;320;14.99;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No
02/08/2008;71.1;95.0;0.1;0.0;0.0;4.25;320;17.9;320;25.05;Yes;No;No;Yes;No;No;No;No;No;No;Yes;Yes;No;No;No;Yes;No
05/08/2008;72.0;96.1;0.0;0.0;0.0;2.46;290;8.95;310;12.97;Yes;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No
06/08/2008;73.0;96.1;0.0;0.0;0.0;3.8;310;14.09;320;17.0;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No
09/08/2008;64.0;89.1;0.0;0.0;0.0;3.8;50;14.09;50;17.9;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
11/08/2008;64.9;86.0;0.0;0.0;0.0;5.14;310;12.97;320;17.9;Yes;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No
15/08/2008;66.0;91.0;0.36;0.0;0.0;3.58;170;17.0;170;21.92;Yes;No;Yes;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No
16/08/2008;66.9;86.0;0.0;0.0;0.0;3.13;40;10.07;130;14.09;Yes;Yes;Yes;No;No;No;No;No;No;No;Yes;No;No;No;Yes;No;No
25/08/2008;69.1;88.0;0.0;0.0;0.0;6.04;230;12.97;230;14.99;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
26/08/2008;72.0;81.0;0.07;0.0;0.0;5.82;80;14.99;90;17.0;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No
30/08/2008;70.0;91.0;0.64;0.0;0.0;4.47;60;29.97;60;38.03;Yes;No;No;No;No;No;No;No;No;No;Yes;Yes;Yes;Yes;No;Yes;No
01/09/2008;64.9;86.0;0.0;0.0;0.0;4.47;40;12.97;90;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
07/09/2008;69.1;89.1;0.0;0.0;0.0;2.01;40;8.95;40;12.08;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
08/09/2008;66.9;90.0;0.0;0.0;0.0;3.13;130;12.08;170;14.99;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No
14/09/2008;73.0;91.0;0.0;0.0;0.0;12.3;230;21.92;230;25.95;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
22/09/2008;60.1;80.1;0.0;0.0;0.0;4.92;30;14.09;30;17.9;No;No;No;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No
23/09/2008;59.0;75.9;0.0;0.0;0.0;10.29;40;21.92;40;25.95;Yes;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;Yes;No
29/09/2008;64.0;82.0;0.0;0.0;0.0;2.68;40;12.97;40;14.09;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
30/09/2008;62.1;81.0;0.01;0.0;0.0;2.68;310;12.97;310;17.9;Yes;No;No;Yes;No;No;No;No;No;No;Yes;Yes;No;Yes;No;No;No
02/10/2008;46.9;70.0;0.0;0.0;0.0;2.91;290;12.97;300;16.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
04/10/2008;48.9;79.0;0.0;0.0;0.0;1.79;200;8.05;250;10.07;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
07/10/2008;55.9;71.1;0.0;0.0;0.0;6.71;90;12.97;50;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
08/10/2008;52.0;73.9;0.0;0.0;0.0;6.04;170;12.97;180;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
18/10/2008;51.1;62.1;0.3;0.0;0.0;9.62;40;17.0;30;21.92;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No
23/10/2008;39.0;60.1;0.0;0.0;0.0;6.26;110;14.09;80;17.9;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
01/11/2008;37.9;77.0;0.0;0.0;0.0;1.79;230;8.95;200;12.08;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
09/11/2008;37.0;66.0;0.0;0.0;0.0;1.57;30;10.07;360;14.09;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No
20/11/2008;28.0;57.0;0.0;0.0;0.0;6.49;270;16.11;300;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
21/11/2008;28.0;44.1;0.05;0.39;0.0;7.83;300;19.91;310;27.96;Yes;No;Yes;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;No
25/11/2008;30.9;54.0;0.18;0.0;0.0;8.05;280;21.03;290;29.97;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No
26/11/2008;26.1;54.0;0.0;0.0;0.0;3.8;280;10.96;320;16.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
28/11/2008;39.0;68.0;0.0;0.0;0.0;3.13;260;10.07;270;12.97;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
29/11/2008;39.0;50.0;0.04;0.0;0.0;7.61;80;16.11;80;21.03;Yes;No;Yes;Yes;No;No;No;No;No;No;Yes;No;No;Yes;No;No;No
05/12/2008;28.0;52.0;0.0;0.0;0.0;4.7;350;12.97;360;17.9;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
08/12/2008;21.9;48.0;0.0;0.0;0.0;3.8;150;8.95;140;12.97;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
11/12/2008;57.0;69.1;1.4;0.0;0.0;10.29;220;27.96;190;34.9;Yes;No;Yes;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No
14/12/2008;28.0;57.0;0.0;0.0;0.0;2.24;160;12.08;160;16.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
16/12/2008;44.1;61.0;0.02;0.0;0.0;7.16;50;21.03;40;27.96;Yes;Yes;No;Yes;No;No;No;Yes;No;No;No;No;No;Yes;Yes;No;No
21/12/2008;35.1;60.1;0.6;0.0;0.0;9.84;250;25.05;280;33.11;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No
24/12/2008;37.9;66.9;0.0;0.0;0.0;7.38;210;25.05;200;31.09;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
25/12/2008;37.9;66.0;0.31;0.0;0.0;3.8;220;23.94;210;29.08;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No
28/12/2008;57.0;73.9;0.23;0.0;0.0;12.75;220;27.96;220;31.99;Yes;Yes;No;Yes;No;No;No;Yes;No;No;No;No;No;Yes;No;No;No
04/01/2009;43.0;55.9;0.62;0.0;0.0;4.03;230;12.08;250;14.99;Yes;No;Yes;Yes;No;No;No;Yes;No;No;No;No;No;Yes;No;No;No
12/01/2009;30.0;48.0;0.0;0.0;0.0;3.58;360;12.97;30;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
15/01/2009;21.9;44.1;0.0;0.0;0.0;7.61;360;14.09;30;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
18/01/2009;32.0;41.0;0.0;0.0;0.0;10.51;210;17.0;220;21.03;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No
21/01/2009;12.9;35.1;0.0;0.0;2.01;4.7;240;12.97;270;17.0;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No
22/01/2009;21.9;48.9;0.0;0.0;0.0;5.82;230;14.09;220;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
24/01/2009;36.0;57.0;0.0;0.0;0.0;5.59;30;12.08;30;14.99;No;No;No;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No
05/02/2009;19.0;34.0;0.0;0.0;0.0;6.04;300;14.09;340;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
07/02/2009;30.9;71.1;0.0;0.0;0.0;6.71;220;17.0;220;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
13/02/2009;41.0;68.0;0.0;0.0;0.0;6.93;290;21.92;320;29.08;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
22/02/2009;30.9;50.0;0.01;0.0;0.0;10.96;270;21.92;300;33.11;No;No;No;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No
25/02/2009;25.0;55.9;0.0;0.0;0.0;3.8;200;12.08;210;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
09/03/2009;55.0;84.0;0.0;0.0;0.0;8.72;270;19.91;270;29.08;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
16/03/2009;46.9;51.1;0.41;0.0;0.0;3.8;80;12.08;80;14.09;Yes;Yes;No;Yes;No;No;No;Yes;No;No;No;No;No;Yes;Yes;No;No
19/03/2009;45.0;75.9;0.64;0.0;0.0;10.07;310;21.03;310;33.11;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No
22/03/2009;30.9;66.9;0.0;0.0;0.0;3.36;210;10.07;170;14.09;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
24/03/2009;41.0;57.9;0.0;0.0;0.0;8.28;90;16.11;80;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
06/04/2009;48.0;71.1;0.46;0.0;0.0;11.18;280;19.91;290;31.09;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No
22/04/2009;46.9;64.9;0.0;0.0;0.0;8.28;300;29.08;300;36.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
24/04/2009;52.0;89.1;0.0;0.0;0.0;6.93;200;16.11;200;19.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
10/04/2015;64.9;84.0;0.0;0.0;0.0;13.65;230;29.97;230;36.91;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No
13/04/2015;50.0;80.1;0.0;0.0;0.0;6.04;180;14.99;160;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
22/04/2015;44.1;77.0;0.0;0.0;0.0;9.62;230;25.05;230;35.12;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
08/05/2015;57.0;81.0;0.0;0.0;0.0;7.83;80;18.12;90;23.94;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
11/05/2015;69.1;87.1;0.14;0.0;0.0;8.5;190;19.91;190;25.95;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
02/06/2015;66.9;82.0;0.15;0.0;0.0;3.8;260;10.07;240;14.99;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
03/06/2015;63.0;68.0;0.02;0.0;0.0;7.16;50;14.99;50;18.12;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
10/06/2015;66.9;88.0;0.25;0.0;0.0;4.47;70;12.08;300;18.12;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
12/06/2015;71.1;90.0;0.0;0.0;0.0;8.05;230;18.12;230;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
15/06/2015;72.0;99.0;0.0;0.0;0.0;3.13;250;10.07;30;16.11;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
19/06/2015;72.0;95.0;0.23;0.0;0.0;4.7;100;14.09;110;19.91;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
29/06/2015;60.1;88.0;0.0;0.0;0.0;3.8;50;12.97;120;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
05/07/2015;69.1;90.0;0.79;0.0;0.0;6.04;240;29.08;230;44.96;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
03/08/2015;69.1;95.0;0.0;0.0;0.0;6.26;220;14.99;220;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
09/08/2015;64.0;89.1;0.0;0.0;0.0;2.01;110;8.95;160;16.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
14/08/2015;64.9;88.0;0.0;0.0;0.0;3.36;80;12.97;140;18.12;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
29/08/2015;60.1;86.0;0.0;0.0;0.0;2.01;110;12.08;140;16.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
31/08/2015;66.9;77.0;1.75;0.0;0.0;2.24;30;18.12;20;21.03;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
06/10/2015;51.1;73.0;0.0;0.0;0.0;5.14;40;16.11;50;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
20/10/2015;34.0;70.0;0.0;0.0;0.0;2.91;250;10.07;240;16.11;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
26/10/2015;52.0;64.0;0.0;0.0;0.0;9.84;50;18.12;40;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
05/12/2015;29.1;55.9;0.0;0.0;0.0;3.8;50;14.99;30;21.03;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
06/12/2015;29.1;60.1;0.0;0.0;0.0;1.12;340;6.04;330;8.95;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
14/12/2015;62.1;75.0;0.04;0.0;0.0;10.74;230;23.04;230;29.97;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
31/12/2015;51.1;66.0;0.47;0.0;0.0;4.47;220;14.09;200;17.0;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
04/05/2009;66.9;87.1;0.29;0.0;0.0;14.54;220;25.95;220;31.99;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No
07/05/2009;66.0;84.0;0.1;0.0;0.0;9.4;230;19.91;230;23.04;Yes;No;Yes;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No
10/05/2009;63.0;80.1;0.0;0.0;0.0;3.36;280;10.07;310;14.09;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
20/05/2009;44.1;79.0;0.0;0.0;0.0;7.61;100;14.09;100;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
21/05/2009;60.1;82.0;0.0;0.0;0.0;6.71;80;14.99;90;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
28/05/2009;68.0;86.0;0.65;0.0;0.0;5.82;240;25.95;240;34.9;Yes;No;No;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No
05/06/2009;64.9;80.1;0.13;0.0;0.0;7.38;200;17.9;190;23.94;Yes;No;Yes;Yes;No;No;No;Yes;No;No;Yes;No;No;Yes;No;Yes;No
09/06/2009;66.0;93.9;0.82;0.0;0.0;7.16;40;23.04;40;29.08;Yes;No;Yes;Yes;No;No;No;No;No;No;Yes;Yes;No;Yes;No;No;No
12/06/2009;66.9;91.0;0.0;0.0;0.0;6.04;260;14.99;290;19.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
25/06/2009;64.0;95.0;0.0;0.0;0.0;2.24;260;10.07;260;14.09;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No
28/06/2009;63.0;91.9;0.0;0.0;0.0;4.03;240;14.09;280;17.9;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
05/07/2009;70.0;82.0;0.03;0.0;0.0;2.91;50;8.95;80;10.07;Yes;No;Yes;Yes;No;No;No;No;No;No;Yes;No;No;Yes;No;Yes;No
07/07/2009;64.0;91.0;0.0;0.0;0.0;2.68;50;8.95;50;8.95;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No
16/07/2009;73.9;91.0;0.0;0.0;0.0;8.95;230;19.91;110;27.96;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
18/07/2009;71.1;86.0;0.06;0.0;0.0;4.03;360;12.08;130;23.94;Yes;No;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
21/07/2009;68.0;88.0;0.0;0.0;0.0;3.13;170;8.05;170;10.07;Yes;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;Yes;No
25/07/2009;66.9;96.1;0.0;0.0;0.0;4.92;200;25.05;90;40.04;Yes;No;No;Yes;No;No;No;No;No;No;Yes;Yes;No;Yes;No;Yes;No
28/07/2009;69.1;95.0;0.0;0.0;0.0;6.71;190;27.96;190;36.01;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
01/08/2009;73.0;91.9;0.0;0.0;0.0;5.82;220;10.07;;;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No
10/08/2009;72.0;99.0;0.0;0.0;0.0;6.71;240;17.9;220;23.04;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No
18/08/2009;72.0;96.1;0.0;0.0;0.0;7.61;230;17.9;250;25.95;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
01/09/2009;61.0;79.0;0.0;0.0;0.0;9.4;40;21.03;50;25.95;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
02/09/2009;57.0;79.0;0.0;0.0;0.0;8.5;40;17.0;40;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
05/09/2009;57.0;89.1;0.0;0.0;0.0;3.36;70;12.08;150;17.9;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
12/09/2009;60.1;87.1;0.0;0.0;0.0;3.13;270;12.08;30;16.11;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
16/09/2009;66.9;79.0;0.05;0.0;0.0;4.7;40;14.09;40;17.0;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No
20/09/2009;62.1;78.1;0.0;0.0;0.0;6.93;80;14.99;80;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
07/03/2011;34.0;54.0;0.0;0.0;0.0;5.82;50;16.11;60;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
09/03/2011;39.0;61.0;0.23;0.0;0.0;8.72;130;17.9;120;23.04;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
15/03/2011;42.1;55.9;0.1;0.0;0.0;8.05;90;16.11;80;21.03;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
14/04/2011;43.0;75.0;0.0;0.0;0.0;2.01;50;10.07;310;12.97;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
15/04/2011;48.9;75.9;0.0;0.0;0.0;9.62;110;19.91;130;29.08;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
18/04/2011;50.0;80.1;0.0;0.0;0.0;10.07;220;21.92;220;27.96;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
04/07/2011;70.0;99.0;1.38;0.0;0.0;9.17;330;17.9;290;29.08;Yes;No;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
05/07/2011;70.0;91.9;0.0;0.0;0.0;3.8;220;14.99;230;17.9;Yes;No;Yes;No;No;No;No;No;No;No;Yes;Yes;No;No;No;No;No
29/08/2011;66.9;90.0;1.36;0.0;0.0;4.7;30;25.05;30;34.9;Yes;Yes;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
31/08/2011;62.1;82.9;0.0;0.0;0.0;4.25;60;8.95;120;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
03/09/2011;69.1;87.1;0.0;0.0;0.0;3.13;160;8.95;180;12.97;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
10/09/2011;64.0;87.1;0.0;0.0;0.0;1.57;360;8.05;330;10.07;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
14/09/2011;66.0;89.1;0.0;0.0;0.0;2.46;230;12.08;220;14.99;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
01/10/2011;46.9;64.0;0.0;0.0;0.0;6.71;260;16.11;320;23.94;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
03/10/2011;42.1;68.0;0.0;0.0;0.0;4.03;290;12.97;300;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
